,text
9190,"Theo lời ông Đáng thì thời kỳ đó, trước khi bị Đại Cathay thôn tính, hý trường Đại Thế Giới của Tín Mã Nàm ở khu Chợ Lớn là chốn ăn chơi nổi tiếng từ thời Pháp thuộc."
9191,"Trong thời kỳ Ngô Đình Diệm ra lệnh dẹp “tứ đổ tường” (cờ bạc, trai gái, thuốc sái, rượu chè), nhưng bản thân chính quyền Diệm lúc đó lại dựa hơi vào một số nhà thương nhân, tài phiệt khu vực Chợ Lớn, những người chịu sự bảo kê của Tín Mã Nàm."
9192,Thế trận chỉ thay đổi khi Tín cướp vợ của đàn em khiến cho nội bộ băng nhóm bị chia rẽ và người chống lưng là chế độ Diệm bị lật đổ.
9193,"Ông Đáng kể, ông từng bị giam chung với Đại Cathay ở khám Chí Hòa."
9194,"Ông Đáng kể, giai đoạn 1965 – 1966 là thời cực thịnh của băng Đại Cathay ."
9195,"Thời đó, mỗi khi ra đường Đại Cathay ngồi trên chiếc xe mà Sài Gòn lúc ấy chỉ có 3 chiếc, còn bọn đàn em phóng mô tô ầm ầm theo sau, khiến cho phố phường phải náo loạn."
9196,"Nhưng cũng từ khi Nguyễn Văn Thiệu và Nguyễn Cao Kỳ thay thế Diệm thì Đại Cathay đã bị sờ gáy. Dù không có những chứng cứ cụ thể để buộc tội, nhưng chính quyền vẫn bắt tống giam Đại Cathay 45 ngày ở trại Chí Hòa."
9197,"Là người trong giang hồ nên Đáng “đao” biết danh tiếng của Đại nhưng phải đến khi bị tống vào Chí Hòa mới có duyên gặp mặt. Đáng “đao” bị giam ở phòng 25E khu ED, còn Đại Cathay bị giam ở phòng bên cạnh."
9198,Âm mưu thâm độc
9199,"Đáng “đao” kể, đúng chất của một ông vua trong thế giới ngầm chính hiệu, dù trong tù giam nhưng Đại vẫn như những kẻ đang sống nhởn nhơ ở bên ngoài."
9200,"Cũng theo lời ông trùm giang hồ này thì trước khi trở thành kẻ đối địch với nhau, ông đã từng cứu mạng Đại Cathay một lần."
9201,"Khám Chí Hòa như một “lò bát quái” với 8 biệt khu riêng biệt. Khu ED gồm hai dãy E và D. Dãy E là nơi của những anh chị lưu manh, tù hình sự nổi tiếng hung hãn."
9202,"Dãy D là nơi giam giữ chính trị phạm, bộ đội giải phóng và cả những sĩ quan quân đội Ngụy quyền sau ngày đảo chính."
9203,"Mưu đồ của cảnh sát khi giam giữ hai đối tượng này với nhau là muốn mượn tay du đãng để đàn áp, bức bách tù chính trị. Đáng “đao” làm tự quản khu E, còn Đại Cathay làm tự quản khu D."
9204,"Để tránh đám lưu manh đánh đập tù chính trị nên nhưng lúc phạm lấy nước, vệ sinh cá nhân thì Đáng “đao” lại khóa cổng khu E lại."
9205,"Dù vậy, Đại và hai tên đàn em thường gây hấn với chính trị phạm, khiến cho khu E và khu D luôn trong tình trạng căng thẳng."
9206,"Theo ông Đáng, nhờ sự nhanh nhẹn của ông mà Đại Cathay mới thoát chết."
9207,"Một chiều, Đại Cathay đi hầu tòa về, thay vì vào phòng của mình ngồi, Đại lại lại kêu Ngọc và Định “heo” đi lấy nước cho mình tắm. Trong khi đó, khu hồ nước đang là giờ của chính trị phạm."
9208,"Ba tên du đãng chửi bới và đập cả xô nước vào mặt một phạm nhân. Hành động của Đại như giọt nước tràn ly, khiến 100 tù chính trị nổi giận, lao vào đấm đá 3 tên du đãng tơi bời."
9209,"Những tên du đãng bị nhốt thấy Đại bị đánh, chúng la hét ầm ĩ, đập thình thình như muốn phá tan song sắt ra để cứu đại ca."
9210,"Đáng “đao” chạy đi kêu cảnh sát trại, tuy nhiên bọn chúng đã bỏ mặc không can thiệp vào."
9211,"Sợ sẽ có thương vong, Đáng “đao” đành mở cửa ba phòng giam khu E cùng một số du đãng lao vào phá giải vòng vây và đưa Đại cùng 2 tên đàn em ra khỏi vòng vây của nhóm chính trị phạm."
9212,"Đại và đàn em được đưa đi viện thì cảnh hỗn loạn giữa hai băng nhóm vẫn chưa dừng lại. Cảnh sát cố tình tung tin, Đại và đàn em đã chết. Bởi tin này mà những tên du đãng như muốn tắm máu chính trị phạm để trả thù cho Đại."
9213,"Tuy nhiên, biết âm mưu trên, Đáng “đao” đã không làm theo mệnh lệnh. Và cũng bởi sự chống đối này, Đáng “đao” đã bị chúng nhốt vào biệt khu AH."
9214,"Và, nghe theo lời của người em rể, sau khi ra tù, Đáng “đao” đã gia nhập băng người nhái của ông trùm Châu Nhị và là người cuối cùng trong số 30 người của băng đảng."
9215,"Ông Đáng kể, chính quyền Ngụy ngày ấy thường tiếp tay cho những băng đảng của có mối liên hệ mật thiết quân đội và cảnh sát."
9216,"Gần như mỗi băng nhóm đều núp bóng của một vị chính khách, các băng đảng này đều nằm trong kế hoạch, mưu đồ chính trị của những người cầm quyền."
9217,"Châu Nhị chính là cận vệ, người thân cận của thủ tướng Nguyễn Cao Kỳ. Cụ thể hơn, băng người nhái chính là những sát thủ được tướng Kỳ tạo ra để trừ khử những kẻ thuộc phe cánh chống đối."
9218,Nhờ băng người nhái mà ông Kỳ đã phần nào đối phó được với những âm mưu đảo chính của một số tướng lĩnh trong quân đội.
9219,"So với những băng đảng khác,băng người nhái là ít “quân” nhất. Tuy nhiên, 30 người này đều là những lính tinh nhuệ nhất trong liên đoàn người nhái của quân lực Việt Nam cộng hòa."
9220,Họ đa phần được đưa sang Mỹ huấn luyện và có thẻ đặc biệt của phủ đầu rồng (dinh Độc Lập).
9221,Được tướng Kỳ chống lưng nên băng người nhái khiến cho nhiều tên tuổi có máu mặt trong giang hồ Sài Gòn phải dè chừng.
9222,"Dù về băng muộn nhất, nhưng anh em trong băng đảng từng biết đến Đáng “đao” ngày ông trùm này còn ở Long An. Sau một số thành tích, ông được Châu Nhị tin tưởng và trở thành phó tướng."
9223,"Ông Đáng kể, nếu “chủ tướng” Châu Nhị và em rể Phương “nhái” chuyên phụ trách những nhiệm vụ đặc biệt theo lệnh của tướng Kỳ thì ông tổ chức việc đâm thuê chém mướn, bảo kê thu “thuế”, tổ chức sòng bài, chích hút và điều hành gái mại dâm."
9224,"Thực tế, băng của Đại rất ngạo mạn, ngang ngược, nhưng chúng chịu lép vế bởi lúc đó cảnh sát đang tìm mọi chứng cứ để buộc tội Đại."
9225,Mọi hành động coi thường pháp luật của đám đàn em đều có thể gây bất lợi cho ông trùm khi đứng trước vành móng ngựa.
9226,"Trong Chí Hòa, biết tin băng đảng người nhái đang lộng hành trên lãnh địa của mình, Đại Cathay đã vô cùng tức giận. Và, ngay sau khi ra khỏi nhà tù, Đại đã trực tiếp chỉ huy đàn em đi đòi lại uy quyền đã mất."
9227,"Ông Đáng nhớ lại, vào một đêm giữa tháng 9/1966, một trận “long tranh hổ đấu” bến Bạch Đằng để tranh giành lãnh địa thu thế giữa hai băng nhóm đã xảy ra."
9228,Đáng “đao” cũng bị bắn bị thương ở cánh tay phải. Tình thế đó đã khiến ông trùm Châu Nhị và Phương “nhái” vừa nhả đạn yểm trợ vừa kêu anh em rút lui.
9229,"Tướng Loan (bên trái), giám đốc nha cảnh sát, người đã coi Đại Cathay như kẻ thù không đội trời chung. (Ảnh Internet)"
9230,"Từ lâu tướng Nguyễn Cao Kỳ đã coi Đại Cathay như cái gai trong mắt, nhất là sau lần gã ngang nhiên khước từ lời mời của ông tướng râu kẽm về phục vụ quốc gia."
9231,"Cuối năm 1966, Đại bị bắt và đưa ra nhà tù Phú Quốc. Ngày 7/1/1967, báo giới Sài Gòn đồng loạt đưa tin, Đại Cathay và một số chiến hữu bỏ trốn thì mất tích luôn trên biển."
9232,"Đại bị diệt, trong giang hồ Sài Gòn lúc đó uy thế nhất là băng người nhái, nhưng cũng chỉ thời gian ngắn sau đó, người nhái cũng bị xóa sổ bới những âm mưu chính trị của giới cầm quyền."
9233,® Bản quyền thuộc về tác giả và nguồn tin được báo mới tổng hợp trích dẫn
9234,"Đọc tin tức sự kiện tin tức 24h nhất, nhanh và hay nhất trong ngày tại: Báo mới 24h qua"
9235,Bài viết liên quan
9236,Đau đớn tột cùng của người mẹ ‘không trả con’ vụ nhầm con tại Hà Nội
9237,Cuộc đời ly kì của người đàn ông Hậu Giang trúng 5 tờ vé số độc đắc cùng một lúc
9238,"Cậu và cháu dâu vào nhà nghỉ “ân ái” bị mợ bắt quả tang: Tao là mợ mày đấy, cướp chồng tao móc mắt ra"
9239,Bài viết xem nhiều
9240,Cô giáo ép nam sinh quan hệ với mình 5 lần/tuần 05/04/2017
9241,Tâm sự của người vợ là nạn nhân của trò “đổi vợ” từ chính chồng giáo viên 17/10/2017
9242,Việt Nam có bể bơi vô cực dát vàng cao nhất thế giới 02/10/2017
9243,"4 người phụ nữ bị hãm hiếp, chết thảm trong tay gã thầy bùa 10/05/2017"
9244,Những điểm đến ngoài đời đẹp hơn trên phim 11/08/2017
9245,Việc tổng hợp tin tức trên website đều được thực hiện tự động bởi một chương trình máy tính.
9246,Tôn trọng bản quyền tác giả luôn là phương châm của Website tổng hợp tin tức.
9247,® Bản quyền thuộc về tác giả và nguồn tin được trích dẫn. © Copyright 2017. Theme by báo mới Tin nhanh Tin tức Pháp Luật tin nong Giải Trí
9248,
9249,Máy lọc nước công nghiệp
9250,Máy làm mát không khí ( Quạt điều hòa )
9251,Hàng Gia Dụng
9252,Tìm kiếm cho:
9253,Trang chủ » Tin tức
9254,"Máy lọc nước Kangaroo Hydrogen tích hợp công nghệ tạo Hydrogen đã và đang được ghi nhận đang là dòng sản phẩm hiện đại nhất hiện nay của Kangaroo. Dòng máy lọc nước Hydrogen ra mắt vào giữa năm 2017, đi cùng tính năng ưu việt hoàn toàn mới. Dòng sản phẩm đã tạo ra một bước đột phá lớn trong công nghệ xử lý nước, tạo nên một kỷ nguyên mới “Một kỷ nguyên nước sạch – Một kỷ nguyên nước khoẻ” Đúng"
9255,7 Loại thực phẩm có tính kiềm tốt cho cơ thể
9256,"Theo thông tin từ Viện Y học Ứng dụng, độ pH lý tưởng của cơ thể con người là 7,4 PH hơi có tính kiềm, giúp cơ thể duy trì tốt sức khỏe trong thời gian dài. Một chế độ ăn uống lành mạnh nhất bao gồm 80% thực phẩm có tính kiềm và 20% có tính Axit. Tuy nhiên, nhiều lượng thực phẩm có tính axit cao (như thịt gia xúc, gia cầm, bơ, pho mát, ngũ cốc..) buộc cơ thể phải hoạt động quá tải"
9257,"Chương trình “Cào tem xác thực, trúng vô vàn quà” do Tập Đoàn Kangaroo tổ chức với mong muốn giúp khách hàng có thể sở hữu được các sản phẩm chính hãng, chuẩn chất lượng của Kangaroo và đặc biệt là đánh bật các sản phẩm hàng giả, hàng nhái, hàng kém chất lượng. Thời gian áp dụng dự kiến sẽ được kéo dài từ 15/12/2017 đến 31/9/2018. Cách thức tham gia Chương trình cào tem xác thực có hai phần"
9258,"Đèn sưởi nhà tắm là sản phẩm không thể thiếu được trong gia đình có người già hoặc trẻ nhỏ khi thời tiết lạnh dần. Một sản phẩm đèn sưởi nhà tắm tốt là yếu tố để người bán hàng tự tin cam kết chất lượng với bạn. Và Kangaroo luôn tự hào là đơn vị có những chính sách hậu mãi cực kỳ hấp dẫn đối với người mua. Đèn sưởi nhà tắm kangaroo KG250 sử dụng nguyên lý bức xạ hồng ngoại, không đốt cháy"
9259,"Sau đợt sạt lở đê Bùi 2 gây ngập lụt nghiêm trọng nhiều ngày qua, nhân dân huyện Chương Mỹ đứng trước tình trạng thiếu nước sạch trầm trọng, ngày 16/10 Tập đoàn Kangaroo đã kịp thời mang 1.000 bình nước sạch đến cung cấp cho nhân dân trong vùng ngập lụt. Nhà dân ở xã huyện Chương Mỹ ngập trong biển nước. Có mặt tại vùng rốn lũ tại xã Tân Tiến và xã Nam Phương Tiến, nơi bị cô lập trong"
9260,TGĐ Việt Nam Kangaroo – 15 năm thay đổi thói quen sinh hoạt của xã hội
9261,"TGĐ Việt Nam của Kangaroo chia sẻ, đóng góp lớn nhất của Kangaroo cho xã hội là đã làm thay đổi sử dụng nước sạch để bảo vệ sức khỏe người dân. Với hơn 2.000 lao động, nắm trong tay 5 ngành hàng với 700 dòng sản phẩm, đặc biệt, thương hiệu máy lọc nước đã đưa Kangaroo lên vị trí số 1 ngành hàng gia dụng Việt Nam. Không ai có thể ngờ, tất cả những kết quả đó đều nhờ vào sự nỗ lực không ngừng nghỉ"
9262,Mua đèn sưởi nhà tắm ở đâu?
9263,"Mua đèn sưởi nhà tắm ở đâu? Loại nào tốt nhất? - Cam kết sản phẩm chính hãng - Bảo hành toàn quốc - Hotline: 0989.606.330 Thời tiết đang dần se lạnh, nhu cầu sử dụng các mặt hàng như đèn sưởi nhà tắm, đèn sưởi halogen, máy sưởi dầu... đang tăng dần. Trên thị trường có rất nhiều các loại đèn sưởi khác nhau với nhiều thương hiệu để khách hàng lựa chọn. Ngày nay khách hàng không những quan tâm đến"
9264,Các thời điểm uống nước trong ngày
9265,"Các thời điểm uống nước trong ngày - Máy lọc nước Kangaroo chính hãng - Bạn đã uống nước đúng cách chưa? - Hotline: 0963.663.330 Lợi ích của việc uống đủ nước Việc uống đủ nước mang lại nhiều lợi ích quan trọng nhằm đảm bảo cho cơ thể hoạt động hiệu quả và khỏe mạnh. Như chúng ta đã biết 70% cơ thể là nước, đó là lí do tại sao chúng ta phải cung cấp đủ nước cho cơ thể. Đối với cơ thể con người"
